,equal,bracket_r,comment,grid,quat_mark,word_from,point,comma,word_select,word_union,star,word_where,word_or,line,percent,point_comma,dollar,plus,at,Label
12874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12878,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
12879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12887,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12892,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12901,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12902,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
12903,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12909,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12917,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
12918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12921,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
12922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12923,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
12924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12925,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12931,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12938,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12941,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
12942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12945,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0
12946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12955,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
12956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12959,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12961,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12976,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
12977,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12978,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12980,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12981,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12984,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
12985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12997,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13001,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13032,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13034,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13036,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13037,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13042,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13043,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13048,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13054,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13056,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13060,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13064,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13075,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13077,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13083,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13084,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13087,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13096,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13101,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
13102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13103,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
13104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13112,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13116,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
13117,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13119,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13127,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13135,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
13136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13137,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13142,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13150,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
13151,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
13152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13157,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13160,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13162,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
13163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13165,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
13166,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
13167,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13171,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
13172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13173,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13175,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13178,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13185,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
13186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13189,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
13190,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13191,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
